event_id_cnty,event_date,notes,topic_manual
RUS8552,23 July 2022,"On 23 July 2022, residents participated in a concert-rally in Pechora in support of the Russian military invasion of Ukraine. High-ranking government officials and United Russia members gave speeches at the event. Members of the Russian armed forces and veterans also attended the rally.",war (pro)
RUS8559,23 July 2022,"On 23 July 2022, KPRF members organized a motor rally in Ivanovo in support of the Russian military invasion of Ukraine. Participants were also holding signs with socialist slogans. Members of the Left Front and the For New Socialism movement also participated in the event.",war (pro)
RUS8549,23 July 2022,"On 23 July 2022, residents participated in a rally in Pushkino in support of the Russian military invasion of Ukraine. A deputy of the State Duma from A Just Russia political party joined the event.",war (pro)
RUS8576,22 July 2022,"On 22 July 2022, residents gathered in Krasnodar, protesting against the construction of a new highway.",environmental
RUS8534,22 July 2022,"On 22 July 2022, KPRF activists staged a series of organized pickets in Saratov. The signs included slogans in support of the Russian military invasion of Ukraine, as well as on socio-economic issues, such as demands to decrease the retirement age and fight corruption.",war (pro)
RUS8525,22 July 2022,"On 22 July 2022, over 20 cars and 10 motorcycles participated in a motor rally in Kursk in support of the Russian military invasion of Ukraine, organized by the Volunteer Society for Cooperation with the Army, Aviation, and Navy.",war (pro)
RUS8531,22 July 2022,"On 22 July 2022, people gathered in Petrozavodsk to participate in a rally in support of the Russian military invasion of Ukraine. A deputy of the State Duma from United Russia and a representative from the All-Russia People's Front gave speeches at the event.",war (pro)
RUS8527,22 July 2022,"On 22 July 2022, over 2000 people, including members of the United Russia youth organization and Afghan veterans, took part in a rally in Kizilyurt in support of the Russian military invasion of Ukraine.",war (pro)
RUS8529,21 July 2022,"On 21 July 2022, over 300 people, including members of the Young Army Cadets National Movement, participated in a concert-rally in Abakan, organized by a veterans' organization Combat Brotherhood in support of the Russian military invasion of Ukraine.",war (pro)
RUS8536,20 July 2022,"On 20 July 2022, around 200 employees of the Turkish company Gemont, which recently went bankrupt, staged a protest in Nizhnekamsk. Workers, including nationals of Turkey and Uzbekistan, blocked the exit at the construction site of the company, demanding the payment of their salaries.",economic
RUS8530,20 July 2022,"On 20 July 2022, residents gathered in Rostov to take part in a concert-rally in support of the Russian military invasion of Ukraine. The head of Rostovskiy district, a member of United Russia, gave a speech at the event.",war (pro)
RUS8532,20 July 2022,"On 20 July 2022, residents participated in a rally in Elista in support of the Russian military invasion of Ukraine. The head of the republic, who is a United Russia member, a city council deputy, and a representative of the Young Army Cadets National Movement gave speeches at the event.",war (pro)
RUS8537,19 July 2022,"On 19 July 2022, residents gathered in front of the local council building in Sasykoli, Astrakhan, demanding the local administration solve the problem with the quality of tap water.",social
RUS8538,19 July 2022,"On 19 July 2022, several hundreds of residents gathered in St. Petersburg, protesting against the decision to include the residential buildings in their neighborhood in the state renovation program.",social
RUS8540,18 July 2022,"On 18 July 2022, several hundreds of residents staged a protest against frequent power outages in Makhachkala, blocking a road. Police tried to disperse protesters with tear gas. 11 protesters were arrested and charged with minor hooliganism.",social
RUS8556,18 July 2022,"On 18 July 2022, dozens of cars participated in a motor rally in Ulan-Ude, organized by the KPRF members, to express support for the communist programmed of economic reforms for Russia.",economic
RUS8526,18 July 2022,"On 18 July 2022, several hundreds of people participated in a concert-rally, organized by the local branch of United Russia in Yekaterinburg, in support of the Russian military invasion of Ukraine. During the rally, a female activist got up on the stage and started shouting anti-war slogans, but was arrested within a couple of minutes by police.",war (pro)
RUS8528,18 July 2022,"On 18 July 2022, several hundreds of people took part in a concert rally, organized by a veterans' organization Combat Brotherhood in Krasnodar in support of the Russian military invasion of Ukraine.",war (pro)
RUS8539,17 July 2022,"On 17 July 2022, 7 detainees in a pre-trial detention center in Volsk (SIZO no. 2) staged a protest against the beatings, to which they were subject on the previous day by the prison guards. At 1 am, the protesters started making loud noises in their cells in a coordinated way, and one of them cut himself. The guards intervened, using force against the detainees.",social
RUS8535,17 July 2022,"On 17 July 2022, KPRF activists, including local deputies from KPRF, staged a protest in Krasnodar, demanding better access to education. The protesters adopted a resolution, calling on the government to speed up the building of new schools and kindergartens.",social
RUS8533,17 July 2022,"On 17 July 2022, several hundreds of people took part in a concert-rally in Michurinsk in support of the Russian military invasion of Ukraine. Local deputies, veterans, and members of the Russian armed forces gave speeches at the event.",war (pro)
RUS8515,15 July 2022,"On 15 July 2022, Young Army Cadets National Movement members participated in a rally in Nalchik in support of Russian armed forces. They lined up in the form of Z, the symbol of the Russian military invasion of Ukraine, and unfurled a 300-meter St. George ribbon. High-government officials and veterans gave speeches at the event.",war (pro)
RUS8516,15 July 2022,"On 15 July 2022, residents gathered in Ryazan to take part in a rally in support of the Russian military invasion of Ukraine, organized by the regional Council of veterans.",war (pro)
RUS8511,14 July 2022,"On 14 July 2022, members of Combat Brotherhood, veterans, representatives of law enforcement, and members of other organizations participated in a rally in Saransk in support of the Russian military invasion of Ukraine.",war (pro)
RUS8506,13 July 2022,"On 13 July 2022, activists staged an organized picket in Izhevsk, demanding the authorities to build an animal shelter in the city. The event was pre-approved by the administration.",environmental
